Area,Item,Year,Yield,avg_temp,Pesticides,avg_precipitation,group,yield_normalized
Argentina,Maize,2013,66037,16.45,171945.54,591,0,0.1407149300231799
Argentina,Maize,2013,66037,16.88,171945.54,591,0,0.1407149300231799
Argentina,Potatoes,1990,202747,17.46,26156.0,591,0,0.432244141587108
Argentina,Potatoes,1990,202747,17.67,26156.0,591,0,0.432244141587108
Argentina,Potatoes,1991,205692,17.64,26156.0,591,0,0.43852424931921075
Argentina,Potatoes,1991,205692,17.86,26156.0,591,0,0.43852424931921075
Argentina,Potatoes,1992,199039,17.09,26156.0,591,0,0.42433696349860645
Argentina,Potatoes,1992,199039,17.51,26156.0,591,0,0.42433696349860645
Argentina,Potatoes,1993,210314,17.32,26156.0,591,0,0.44838049989231055
Argentina,Potatoes,1993,210314,17.53,26156.0,591,0,0.44838049989231055
Argentina,Potatoes,1994,230166,18.17,30195.0,591,0,0.4907141836606311
Argentina,Potatoes,1994,230166,18.31,30195.0,591,0,0.4907141836606311
Argentina,Potatoes,1995,274272,17.74,37842.0,591,0,0.5847686595968363
Argentina,Potatoes,1995,274272,17.62,37842.0,591,0,0.5847686595968363
Argentina,Potatoes,1996,228877,17.64,54595.0,591,0,0.48796543701659695
Argentina,Potatoes,1996,228877,17.97,54595.0,591,0,0.48796543701659695
Argentina,Potatoes,1997,268502,18.29,77691.0,591,0,0.5724643398636502
Argentina,Potatoes,1997,268502,18.54,77691.0,591,0,0.5724643398636502
Argentina,Potatoes,1998,293744,17.23,62397.0,591,0,0.6262920068835952
Argentina,Potatoes,1998,293744,17.52,62397.0,591,0,0.6262920068835952
Argentina,Potatoes,1999,238938,17.15,62831.39,591,0,0.5094201615981542
Argentina,Potatoes,1999,238938,17.71,62831.39,591,0,0.5094201615981542
Argentina,Potatoes,2000,277566,16.98,63265.78,591,0,0.5917929974133207
Argentina,Potatoes,2000,277566,17.66,63265.78,591,0,0.5917929974133207
Argentina,Potatoes,2001,283768,17.71,63700.17,591,0,0.6050185417781768
Argentina,Potatoes,2001,283768,18.42,63700.17,591,0,0.6050185417781768
Argentina,Potatoes,2002,251347,17.58,64134.56,591,0,0.5358819126499922
Argentina,Potatoes,2002,251347,18.07,64134.56,591,0,0.5358819126499922
Argentina,Potatoes,2004,288717,17.67,65003.34,591,0,0.6155721082183047
Argentina,Potatoes,2004,288717,18.11,65003.34,591,0,0.6155721082183047
Argentina,Potatoes,2005,283917,17.32,65437.73,591,0,0.605336278977526
Argentina,Potatoes,2005,283917,17.83,65437.73,591,0,0.605336278977526
Argentina,Potatoes,2006,285828,18.1,65872.12,591,0,0.6094114184940109
Argentina,Potatoes,2006,285828,18.35,65872.12,591,0,0.6094114184940109
Argentina,Potatoes,2007,286765,16.71,81582.64,591,0,0.611409537660388
Argentina,Potatoes,2007,286765,17.14,81582.64,591,0,0.611409537660388
Argentina,Potatoes,2008,279412,17.71,87149.01,591,0,0.5957295267421702
Argentina,Potatoes,2008,279412,18.39,87149.01,591,0,0.5957295267421702
Argentina,Potatoes,2009,284439,18.16,61586.56,591,0,0.6064494254074606
Argentina,Potatoes,2009,284439,18.09,61586.56,591,0,0.6064494254074606
Argentina,Potatoes,2010,289849,17.33,105915.04,591,0,0.6179860579475883
Argentina,Potatoes,2010,289849,17.84,105915.04,591,0,0.6179860579475883
Argentina,Potatoes,2011,286657,17.58,100424.62,591,0,0.6111792315024704
Argentina,Potatoes,2011,286657,17.93,100424.62,591,0,0.6111792315024704
Argentina,Potatoes,2012,287821,18.18,136185.08,591,0,0.6136614200933593
Argentina,Potatoes,2012,287821,18.43,136185.08,591,0,0.6136614200933593
Argentina,Potatoes,2013,288984,16.45,171945.54,591,0,0.616141476219823
Argentina,Potatoes,2013,288984,16.88,171945.54,591,0,0.616141476219823
Argentina,"Rice, paddy",1990,36709,17.46,26156.0,591,0,0.0781740133620221
Argentina,"Rice, paddy",1990,36709,17.67,26156.0,591,0,0.0781740133620221
Argentina,"Rice, paddy",1991,40294,17.64,26156.0,591,0,0.08581889832622867
Argentina,"Rice, paddy",1991,40294,17.86,26156.0,591,0,0.08581889832622867
Argentina,"Rice, paddy",1992,52075,17.09,26156.0,591,0,0.11094146171906487
Argentina,"Rice, paddy",1992,52075,17.51,26156.0,591,0,0.11094146171906487
Argentina,"Rice, paddy",1993,43559,17.32,26156.0,591,0,0.09278139467438334
Argentina,"Rice, paddy",1993,43559,17.53,26156.0,591,0,0.09278139467438334
Argentina,"Rice, paddy",1994,42989,18.17,30195.0,591,0,0.09156588995204087
Argentina,"Rice, paddy",1994,42989,18.31,30195.0,591,0,0.09156588995204087
Argentina,"Rice, paddy",1995,50306,17.74,37842.0,591,0,0.10716913215095289
Argentina,"Rice, paddy",1995,50306,17.62,37842.0,591,0,0.10716913215095289
Argentina,"Rice, paddy",1996,51031,17.64,54595.0,591,0,0.10871516885919551
Argentina,"Rice, paddy",1996,51031,17.97,54595.0,591,0,0.10871516885919551
Argentina,"Rice, paddy",1997,53703,18.29,77691.0,591,0,0.11441311380322898
Argentina,"Rice, paddy",1997,53703,18.54,77691.0,591,0,0.11441311380322898
Argentina,"Rice, paddy",1998,47762,17.23,62397.0,591,0,0.10174414265334018
Argentina,"Rice, paddy",1998,47762,17.52,62397.0,591,0,0.10174414265334018
Argentina,"Rice, paddy",1999,57337,17.15,62831.39,591,0,0.12216248952426852
Argentina,"Rice, paddy",1999,57337,17.71,62831.39,591,0,0.12216248952426852
Argentina,"Rice, paddy",2000,47798,16.98,63265.78,591,0,0.10182091137264603
Argentina,"Rice, paddy",2000,47798,17.66,63265.78,591,0,0.10182091137264603
Argentina,"Rice, paddy",2001,57495,17.71,63700.17,591,0,0.12249941890344414
Argentina,"Rice, paddy",2001,57495,18.42,63700.17,591,0,0.12249941890344414
Argentina,"Rice, paddy",2002,57197,17.58,64134.56,591,0,0.1218639445047458
Argentina,"Rice, paddy",2002,57197,18.07,64134.56,591,0,0.1218639445047458
Argentina,"Rice, paddy",2004,62661,17.67,65003.34,591,0,0.13351573012383222
Argentina,"Rice, paddy",2004,62661,18.11,65003.34,591,0,0.13351573012383222
Argentina,"Rice, paddy",2005,60165,17.32,65437.73,591,0,0.1281930989186273
Argentina,"Rice, paddy",2005,60165,17.83,65437.73,591,0,0.1281930989186273
Argentina,"Rice, paddy",2006,70610,18.1,65872.12,591,0,0.15046668983944675
Argentina,"Rice, paddy",2006,70610,18.35,65872.12,591,0,0.15046668983944675
Argentina,"Rice, paddy",2007,65604,16.71,81582.64,591,0,0.13979157292708463
Argentina,"Rice, paddy",2007,65604,17.14,81582.64,591,0,0.13979157292708463
Argentina,"Rice, paddy",2008,68278,17.71,87149.01,591,0,0.14549378279996844
Argentina,"Rice, paddy",2008,68278,18.39,87149.01,591,0,0.14549378279996844
Argentina,"Rice, paddy",2009,68842,18.16,61586.56,591,0,0.14669649273575994
Argentina,"Rice, paddy",2009,68842,18.09,61586.56,591,0,0.14669649273575994
Argentina,"Rice, paddy",2010,57646,17.33,105915.04,591,0,0.12282142103164365
Argentina,"Rice, paddy",2010,57646,17.84,105915.04,591,0,0.12282142103164365
Argentina,"Rice, paddy",2011,67901,17.58,100424.62,591,0,0.14468984371168228
Argentina,"Rice, paddy",2011,67901,17.93,100424.62,591,0,0.14468984371168228
Argentina,"Rice, paddy",2012,66617,18.18,136185.08,591,0,0.14195175938977397
Argentina,"Rice, paddy",2012,66617,18.43,136185.08,591,0,0.14195175938977397
Argentina,"Rice, paddy",2013,67187,16.45,171945.54,591,0,0.14316726411211644
Argentina,"Rice, paddy",2013,67187,16.88,171945.54,591,0,0.14316726411211644
Argentina,Sorghum,1990,28116,17.46,26156.0,591,0,0.05984974655660307
Argentina,Sorghum,1990,28116,17.67,26156.0,591,0,0.05984974655660307
Argentina,Sorghum,1991,33320,17.64,26156.0,591,0,0.0709470914251473
Argentina,Sorghum,1991,33320,17.86,26156.0,591,0,0.0709470914251473
Argentina,Sorghum,1992,36217,17.09,26156.0,591,0,0.07712484086484227
Argentina,Sorghum,1992,36217,17.51,26156.0,591,0,0.07712484086484227
Argentina,Sorghum,1993,39529,17.32,26156.0,591,0,0.08418756304097957
Argentina,Sorghum,1993,39529,17.53,26156.0,591,0,0.08418756304097957
Argentina,Sorghum,1994,35065,18.17,30195.0,591,0,0.07466824184705538
Argentina,Sorghum,1994,35065,18.31,30195.0,591,0,0.07466824184705538
Argentina,Sorghum,1995,34588,17.74,37842.0,591,0,0.073651056316253
Argentina,Sorghum,1995,34588,17.62,37842.0,591,0,0.073651056316253
